Date,Item,Quantity,Customer
9/16/2021,7D-203141,110,Customer 5
9/16/2021,7D-402109,108,Customer 5
9/15/2021,2365374-30-25EC,100,Customer 5
9/15/2021,2365374-31-02EC,100,Customer 5
9/15/2021,2365374-31-07EC,50,Customer 5
9/15/2021,2365374-31-07EC,50,Customer 5
9/15/2021,7D-11-227,10,Customer 5
9/15/2021,7D-11-302,17,Customer 5
9/15/2021,7D-11-333,5,Customer 5
9/15/2021,7D-11-844,75,Customer 5
9/15/2021,7D-11-907,36,Customer 5
9/15/2021,7D-11-910,10,Customer 5
9/15/2021,7D-11-915,10,Customer 5
9/15/2021,7D-12-321,1,Customer 5
9/15/2021,7D-12-695,1,Customer 5
9/15/2021,7D-200658,20,Customer 5
9/15/2021,7D-204106,125,Customer 5
9/15/2021,7D-208021EP,300,Customer 5
9/15/2021,7D-208022EP,150,Customer 5
9/15/2021,7D-208023EP,320,Customer 5
9/15/2021,7D-208024EP,70,Customer 5
9/15/2021,7D-209024,48,Customer 5
9/15/2021,7D-209024,672,Customer 5
9/15/2021,7D-303071,300,Customer 5
9/15/2021,7D-303101,25,Customer 5
9/15/2021,7D-303103-1,25,Customer 5
9/15/2021,7D-303266,30,Customer 5
9/15/2021,7D-303266,30,Customer 5
9/17/2021,7D-209023,48,Customer 5
9/17/2021,4523R,250,Other
9/17/2021,4523L,120,Other
9/17/2021,4523R,120,Other
9/17/2021,CR41204,6,Other
9/17/2021,CR41205,6,Other
9/17/2021,4413100,2500,Other
9/22/2021,C8817150,3,Customer 3
9/22/2021,C8539359,2,Customer 3
9/22/2021,C8808753,19,Customer 3
9/22/2021,C8821921,3,Customer 3
9/22/2021,C8821991,2,Customer 3
9/22/2021,C8821992,3,Customer 3
9/22/2021,C8817149,1,Customer 3
9/22/2021,C8817150,6,Customer 3
9/22/2021,C8817152,4,Customer 3
9/22/2021,C8808753,4,Customer 3
9/22/2021,C8821921,2,Customer 3
9/22/2021,C8821991,5,Customer 3
9/22/2021,C8821992,4,Customer 3
9/22/2021,S01609150003,3,Customer 3
9/22/2021,C8817151,24,Customer 3
9/22/2021,C8539359,2,Customer 3
9/22/2021,C8808753,43,Customer 3
9/22/2021,C8821992,2,Customer 3
9/22/2021,1220032,1,Customer 1
9/22/2021,1220032,1,Customer 1
9/14/2021,BMS00175,40,Customer 6
9/23/2021,1001080861,9,Customer 1
9/23/2021,1001092950,2,Customer 1
9/23/2021,1001253022P136,1,Customer 1
9/23/2021,1220094,3,Customer 1
9/22/2021,1001080861,6,Customer 1
9/22/2021,1220094,1,Customer 1
9/23/2021,1001080861,6,Customer 1
9/23/2021,1001092950,1,Customer 1
9/23/2021,1001166096,32,Customer 1
9/23/2021,1220094,1,Customer 1
9/23/2021,1001092950,1,Customer 1
9/23/2021,1001253022P136,1,Customer 1
9/23/2021,1001177655C,2,Customer 1
9/23/2021,1001177655C,1,Customer 1
9/22/2021,1001177655C,1,Customer 1
9/22/2021,1001229686,4,Customer 1
9/22/2021,1220108,1,Customer 1
9/23/2021,1001177655C,2,Customer 1
9/23/2021,1220108,1,Customer 1
9/22/2021,1001177655C,1,Customer 1
9/22/2021,1220099,1,Customer 1
9/22/2021,1220108,2,Customer 1
9/23/2021,1001105073,16,Customer 1
9/22/2021,1001177655C,1,Customer 1
9/22/2021,1001177655C,1,Customer 1
9/22/2021,1220099,1,Customer 1
9/22/2021,1001177655C,1,Customer 1
9/22/2021,1001177653C,1,Customer 1
9/22/2021,1001176490J,3,Customer 1
9/22/2021,1001176492J,3,Customer 1
9/22/2021,1001177653C,2,Customer 1
9/22/2021,1001176492J,3,Customer 1
9/22/2021,1001177653C,2,Customer 1
9/23/2021,1001105073,16,Customer 1
9/23/2021,1001181507,18,Customer 1
9/23/2021,1001181507,18,Customer 1
9/23/2021,1220094,1,Customer 1
9/23/2021,1220025,7,Customer 1
9/23/2021,1001177653C,2,Customer 1
9/23/2021,1001208664,16,Customer 1
9/23/2021,1001177653C,1,Customer 1
9/23/2021,1001177653C,2,Customer 1
9/23/2021,1001177655C,1,Customer 1
9/23/2021,1001177655C,1,Customer 1
9/23/2021,1001213325J,3,Customer 1
9/23/2021,1001213326J,3,Customer 1
9/23/2021,1001213323J,1,Customer 1
9/23/2021,1001213324J,1,Customer 1
9/23/2021,1001176490J,1,Customer 1
9/23/2021,1001187810 Old Rev G,8,Customer 1
9/23/2021,1220029,1,Customer 1
9/23/2021,1001246671,2,Customer 1
9/23/2021,1001246671,1,Customer 1
9/23/2021,1001253022P136,1,Customer 1
9/23/2021,1001253022P136,2,Customer 1
9/23/2021,1220029,2,Customer 1
9/23/2021,1220029,2,Customer 1
9/23/2021,1001187810P032,3,Customer 1
9/23/2021,1001187810P032,1,Customer 1
9/23/2021,1001117893,1,Customer 1
9/23/2021,1001117893,1,Customer 1
9/23/2021,1001164232,2,Customer 1
9/23/2021,1220097,1,Customer 1
9/14/2021,26G00005,30,Customer 6
9/14/2021,26G00006,30,Customer 6
9/14/2021,26G00007,8,Customer 6
9/14/2021,26G00008,8,Customer 6
9/21/2021,26G00005,25,Customer 6
9/21/2021,26G00006,25,Customer 6
9/21/2021,26G00007,12,Customer 6
9/21/2021,26G00008,12,Customer 6
9/17/2021,T397537,106,Customer 4
9/17/2021,DP43383,3,Customer 4
9/17/2021,T379787,12,Customer 4
9/17/2021,T379788,3,Customer 4
9/17/2021,T240905,80,Customer 4
9/17/2021,T286708,6,Customer 4
9/17/2021,T424338,108,Customer 4
9/17/2021,T357703,96,Customer 4
9/17/2021,T394578,100,Customer 4
9/17/2021,T331550,6,Customer 4
9/17/2021,T365472,3,Customer 4
9/20/2021,T378498,59,Customer 4
9/20/2021,T412519,20,Customer 4
9/20/2021,T280918,3,Customer 4
9/20/2021,T282429,32,Customer 4
9/20/2021,T281544,16,Customer 4
9/20/2021,T311379,16,Customer 4
9/20/2021,KK16641,150,Customer 4
9/20/2021,KK16643,423,Customer 4
9/20/2021,KK16645,116,Customer 4
9/20/2021,KK23303,440,Customer 4
9/20/2021,T379787,6,Customer 4
9/21/2021,T412519,15,Customer 4
9/21/2021,T271191,305,Customer 4
9/21/2021,T384893,395,Customer 4
9/21/2021,T281544,8,Customer 4
9/21/2021,T282429,16,Customer 4
9/21/2021,T379788,12,Customer 4
9/21/2021,T379736,12,Customer 4
9/21/2021,T379787,3,Customer 4
9/21/2021,T357703,48,Customer 4
9/21/2021,T394578,94,Customer 4
9/22/2021,T372690,197,Customer 4
9/22/2021,T379758,84,Customer 4
9/22/2021,T379759,87,Customer 4
9/22/2021,T386731,40,Customer 4
9/22/2021,T281544,16,Customer 4
9/22/2021,T282429,8,Customer 4
9/22/2021,T379787,24,Customer 4
9/22/2021,T379736,3,Customer 4
9/22/2021,T430160,12,Customer 4
9/22/2021,T343927,9,Customer 4
9/22/2021,T365472,1,Customer 4
9/22/2021,T365472,3,Customer 4
9/23/2021,T331550,6,Customer 4
9/23/2021,KK16643,360,Customer 4
9/23/2021,KK23305,150,Customer 4
9/23/2021,T278793,12,Customer 4
9/23/2021,T370531,7,Customer 4
9/23/2021,T401552,56,Customer 4
9/23/2021,T357703,96,Customer 4
9/23/2021,T379736,6,Customer 4
9/23/2021,T379787,9,Customer 4
9/23/2021,T286708,6,Customer 4
9/23/2021,T355727,3,Customer 4
9/23/2021,T426685,3,Customer 4
9/23/2021,T340444,100,Customer 4
9/23/2021,T407457,3,Customer 4
9/23/2021,8813411,24,Customer 3
9/23/2021,1521039,24,Customer 3
9/23/2021,8545923,6,Customer 3
9/23/2021,8813412,8,Customer 3
9/23/2021,8813411,16,Customer 3
9/23/2021,1521038,72,Customer 3
9/23/2021,8544763,4,Customer 3
9/23/2021,1516535,240,Customer 3
9/23/2021,1636626,84,Customer 3
9/23/2021,4122708,54,Customer 3
9/23/2021,1614672,135,Customer 3
9/23/2021,1636626,84,Customer 3
9/23/2021,1506877,144,Customer 3
9/23/2021,1506878,144,Customer 3
9/23/2021,1614672,270,Customer 3
9/23/2021,1521038,24,Customer 3
9/23/2021,1521038,72,Customer 3
9/23/2021,1521040,30,Customer 3
9/23/2021,1530429,360,Customer 3
9/23/2021,1603898,45,Customer 3
9/23/2021,1521040,30,Customer 3
9/23/2021,1521038,24,Customer 3
9/23/2021,1521038,24,Customer 3
9/23/2021,1521039,24,Customer 3
9/24/2021,8813411,16,Customer 3
9/24/2021,8813411,24,Customer 3
9/24/2021,8813411,24,Customer 3
9/24/2021,8813411,8,Customer 3
9/24/2021,1521040,30,Customer 3
9/24/2021,8813411,8,Customer 3
9/24/2021,1001238912,5,Customer 1
9/24/2021,1001238912,1,Customer 1
9/24/2021,1001208664,3,Customer 1
9/24/2021,8544763,4,Customer 3
9/24/2021,1001208664,13,Customer 1
9/24/2021,8544763,4,Customer 3
9/24/2021,1001176490J,5,Customer 1
9/24/2021,1001176492J,2,Customer 1
9/24/2021,1001176492J,4,Customer 1
9/24/2021,1001177653J,1,Customer 1
9/24/2021,8544763,4,Customer 3
9/24/2021,1001176492J,4,Customer 1
9/24/2021,1220099P194,1,Customer 1
9/24/2021,4130310,54,Customer 3
9/24/2021,1220099P194,1,Customer 1
9/24/2021,1001177653J,1,Customer 1
9/24/2021,1001177653J,3,Customer 1
9/24/2021,1001177653J,1,Customer 1
9/24/2021,1001176490J,3,Customer 1
9/24/2021,1220094,5,Customer 1
9/24/2021,1530429,720,Customer 3
9/24/2021,1500958,48,Customer 3
9/24/2021,1500959,48,Customer 3
9/24/2021,1001092950P706,1,Customer 1
9/24/2021,1001164233P150,2,Customer 1
9/24/2021,1220029P582,1,Customer 1
9/24/2021,1001092950P706,2,Customer 1
9/24/2021,1220094P032,3,Customer 1
9/24/2021,1001092950P706,1,Customer 1
9/24/2021,1516535,360,Customer 3
9/24/2021,4014260,54,Customer 3
9/24/2021,1001164233P002,2,Customer 1
9/24/2021,1001187809,3,Customer 1
9/24/2021,1001253022P582,1,Customer 1
9/24/2021,1001253022P582,1,Customer 1
9/24/2021,1220081P002,1,Customer 1
9/24/2021,1001187809,2,Customer 1
9/24/2021,1220094P002,1,Customer 1
9/24/2021,1001092950P582,1,Customer 1
9/24/2021,1001187809,2,Customer 1
9/24/2021,1001187809,1,Customer 1
9/24/2021,1220094P032,1,Customer 1
9/24/2021,1001164232P032,3,Customer 1
9/24/2021,1001187810 Old Rev G,1,Customer 1
9/24/2021,1001164232P032,3,Customer 1
9/24/2021,1001187810 Old Rev G,1,Customer 1
9/24/2021,1530429,540,Customer 3
9/24/2021,1521039,48,Customer 3
9/24/2021,1603898,45,Customer 3
9/24/2021,1001092950P706,1,Customer 1
9/24/2021,1614672,270,Customer 3
9/24/2021,1524381,270,Customer 3
9/24/2021,1524382,270,Customer 3
9/24/2021,1530429,360,Customer 3
9/24/2021,8545921,20,Customer 3
9/24/2021,8544763,4,Customer 3
9/24/2021,8544761,6,Customer 3
9/24/2021,8544763,4,Customer 3
9/24/2021,8813411,8,Customer 3
9/24/2021,1524381,252,Customer 3
9/24/2021,1524382,270,Customer 3
9/24/2021,8544761,6,Customer 3
9/24/2021,1521040,30,Customer 3
9/24/2021,1521040,30,Customer 3
9/24/2021,D1609048,6,Customer 3
9/24/2021,D1609049,6,Customer 3
9/24/2021,D4095380,6,Customer 3
9/24/2021,S01907730003,1,Customer 3
9/24/2021,S01907730004,1,Customer 3
9/24/2021,S01907730005,1,Customer 3
9/24/2021,C8817151,6,Customer 3
9/24/2021,C8808753,19,Customer 3
9/24/2021,C8821921,1,Customer 3
9/24/2021,S01688740063,6,Customer 3
9/24/2021,C8817150,2,Customer 3
9/24/2021,C8817151,8,Customer 3
9/24/2021,C8817152,2,Customer 3
9/24/2021,C8808753,5,Customer 3
9/24/2021,8808763,8,Customer 3
9/24/2021,8817151,10,Customer 3
9/24/2021,8808767,6,Customer 3
9/24/2021,8814543,1,Customer 3
9/24/2021,8814543,1,Customer 3
9/24/2021,8808763,5,Customer 3
9/24/2021,8810132,3,Customer 3
9/24/2021,8542672,3,Customer 3
9/24/2021,8542673,6,Customer 3
9/24/2021,8817150,14,Customer 3
9/24/2021,8542673,3,Customer 3
9/24/2021,8808765,5,Customer 3
9/24/2021,8808763,8,Customer 3
9/24/2021,8817151,10,Customer 3
9/24/2021,26G00005,10,Customer 6
9/24/2021,26G00006,10,Customer 6
9/6/2021,26G00005,15,Customer 6
9/6/2021,26G00006,15,Customer 6
9/6/2021,26G00007,4,Customer 6
9/6/2021,26G00008,4,Customer 6
9/24/2021,26G00007,4,Customer 6
9/24/2021,26G00008,4,Customer 6
9/6/2021,26G00035,4,Customer 6
9/6/2021,26G00036,4,Customer 6
9/22/2021,9381193300 Old Kit,4,Customer 6
9/23/2021,9381193300 Old Kit,1,Customer 6
9/27/2021,1001187809,1,Customer 1
9/27/2021,1220094P032,3,Customer 1
9/27/2021,1001187809,2,Customer 1
9/27/2021,1220094,2,Customer 1
9/27/2021,1220094P032,3,Customer 1
9/25/2021,1001164233P032,4,Customer 1
9/27/2021,1001164232P032,2,Customer 1
9/27/2021,1001187809P032,1,Customer 1
9/27/2021,1220029,1,Customer 1
9/25/2021,1001164232,2,Customer 1
9/25/2021,1001163064P032,3,Customer 1
9/25/2021,1001163064P032,3,Customer 1
9/27/2021,1220029,2,Customer 1
9/27/2021,1220081P032,2,Customer 1
9/25/2021,1001187809,3,Customer 1
9/25/2021,1001176492J,2,Customer 1
9/25/2021,1001176492J,3,Customer 1
9/27/2021,1001208664,19,Customer 1
9/27/2021,1001266705,14,Customer 1
9/25/2021,1220081,1,Customer 1
9/25/2021,1220081,4,Customer 1
9/27/2021,1001177653C,1,Customer 1
9/27/2021,1001208664,5,Customer 1
9/25/2021,1001177653C,2,Customer 1
9/25/2021,1001177653C,2,Customer 1
9/27/2021,1001094787,1,Customer 1
9/27/2021,1001177653C,1,Customer 1
9/25/2021,1001177655C,1,Customer 1
9/27/2021,1001080861,6,Customer 1
9/27/2021,1220094,5,Customer 1
9/27/2021,1001187810 Old Rev G,4,Customer 1
9/27/2021,1220029,4,Customer 1
9/27/2021,1001094787P032,2,Customer 1
9/27/2021,1001094787P032,2,Customer 1
9/27/2021,1001094787P032,1,Customer 1
9/27/2021,1001208662,1,Customer 1
9/27/2021,1001208662,1,Customer 1
9/27/2021,1001187809P032,1,Customer 1
9/27/2021,1001187809P032,2,Customer 1
9/23/2021,E1001169381,8,Other
9/23/2021,E1001169381,8,Other
9/23/2021,E1001169381,8,Other
9/23/2021,E1001169381,8,Other
9/27/2021,1001266707,7,Customer 1
9/28/2021,1001094787,2,Customer 1
9/28/2021,1001266707,10,Customer 1
9/28/2021,1001208664,2,Customer 1
9/28/2021,1001266705,5,Customer 1
9/27/2021,1001266705,2,Customer 1
9/28/2021,1001266707,2,Customer 1
9/28/2021,1220108,3,Customer 1
9/28/2021,1001208664,22,Customer 1
9/28/2021,1001208664,6,Customer 1
9/28/2021,1220097,3,Customer 1
9/28/2021,1001187809,4,Customer 1
9/28/2021,1220094P032,1,Customer 1
9/28/2021,1001187809,2,Customer 1
9/28/2021,1220094P032,1,Customer 1
9/28/2021,1001187809P032,2,Customer 1
9/28/2021,1220029P032,1,Customer 1
9/28/2021,1001187809P032,2,Customer 1
9/28/2021,1001253022,1,Customer 1
9/28/2021,1001107621P032,3,Customer 1
9/28/2021,1001187809,2,Customer 1
9/28/2021,1001092950P032,1,Customer 1
9/28/2021,1220029P032,3,Customer 1
9/28/2021,1220081,3,Customer 1
9/28/2021,1001164232,2,Customer 1
9/28/2021,1220081P032,2,Customer 1
9/28/2021,1001187810 Old Rev G,3,Customer 1
9/28/2021,1001163064,4,Customer 1
9/28/2021,1001164232,2,Customer 1
9/28/2021,1001187810P032,1,Customer 1
9/28/2021,1001253022,1,Customer 1
9/28/2021,1001117893P032,1,Customer 1
9/28/2021,1500958,48,Customer 3
9/28/2021,1500959,48,Customer 3
9/28/2021,1521038,24,Customer 3
9/28/2021,1521039,24,Customer 3
9/29/2021,1001094787,1,Customer 1
9/29/2021,1001094787,3,Customer 1
9/29/2021,1001094787,4,Customer 1
9/29/2021,1001208664,8,Customer 1
9/29/2021,1220097,2,Customer 1
9/29/2021,1220099,1,Customer 1
9/29/2021,1220108,2,Customer 1
9/29/2021,1220099,1,Customer 1
9/29/2021,1220108,1,Customer 1
9/29/2021,1001161920,480,Customer 1
9/29/2021,1220094P032,7,Customer 1
9/29/2021,1614672,675,Customer 3
9/29/2021,1220094P032,1,Customer 1
9/29/2021,1001164232P032,1,Customer 1
9/29/2021,1001187809P032,1,Customer 1
9/29/2021,1001253022P032,1,Customer 1
9/29/2021,1220029P032,1,Customer 1
9/29/2021,1220094,2,Customer 1
9/29/2021,1001164232P032,1,Customer 1
9/29/2021,1001187810P032,2,Customer 1
9/29/2021,1001164232P032,4,Customer 1
9/29/2021,1001164233P032,4,Customer 1
9/29/2021,1001164233P032,2,Customer 1
9/29/2021,1530429,540,Customer 3
9/29/2021,1001187810P032,3,Customer 1
9/29/2021,1220081P032,2,Customer 1
9/29/2021,1001164233,2,Customer 1
9/29/2021,1516535,240,Customer 3
9/29/2021,4002491,90,Customer 3
9/29/2021,1636626,84,Customer 3
9/29/2021,4009606,100,Customer 3
9/29/2021,524317854,72,Customer 3
9/29/2021,1001187809P032,3,Customer 1
9/29/2021,1001163064,8,Customer 1
9/29/2021,1001187810 Old Rev G,2,Customer 1
9/29/2021,1516535,480,Customer 3
9/29/2021,1524381,270,Customer 3
9/29/2021,1524382,270,Customer 3
9/29/2021,1521038,48,Customer 3
9/29/2021,4056820,76,Customer 3
9/29/2021,1614672,405,Customer 3
9/29/2021,1521040,30,Customer 3
9/29/2021,1603898,45,Customer 3
9/29/2021,4056820,76,Customer 3
9/29/2021,1521038,24,Customer 3
9/29/2021,1521039,24,Customer 3
9/29/2021,8813411,8,Customer 3
9/29/2021,4027084,100,Customer 3
9/29/2021,1530429,180,Customer 3
9/29/2021,8817151,10,Customer 3
9/29/2021,8808764,6,Customer 3
9/29/2021,8817150,14,Customer 3
9/29/2021,8848456,3,Customer 3
9/29/2021,8542673,3,Customer 3
9/29/2021,8817149,1,Customer 3
9/29/2021,8810132,3,Customer 3
9/29/2021,8810132,2,Customer 3
9/29/2021,8808764,6,Customer 3
9/29/2021,8808763,1,Customer 3
9/29/2021,8817151,10,Customer 3
9/29/2021,8817152,9,Customer 3
9/22/2021,101P,48,Other
9/22/2021,1-1/2-B1P,30,Other
9/22/2021,982M,154,Other
9/22/2021,RM-4P,22,Other
9/29/2021,1001080861,6,Customer 1
9/29/2021,1001080861,6,Customer 1
9/29/2021,1001166096,32,Customer 1
9/29/2021,1001163064,4,Customer 1
9/29/2021,1220081,2,Customer 1
9/29/2021,C8817149,2,Customer 3
9/29/2021,C8817150,4,Customer 3
9/29/2021,C8817151,2,Customer 3
9/29/2021,C8817152,2,Customer 3
9/29/2021,C8539357,2,Customer 3
9/29/2021,C8808753,19,Customer 3
9/29/2021,C8821992,2,Customer 3
9/29/2021,S01609150003,1,Customer 3
9/29/2021,C8817149,1,Customer 3
9/29/2021,C8817150,7,Customer 3
9/29/2021,C8817151,3,Customer 3
9/29/2021,C8817152,2,Customer 3
9/29/2021,C8808753,6,Customer 3
9/29/2021,C8821921,4,Customer 3
9/29/2021,C8821991,3,Customer 3
9/29/2021,C8821992,2,Customer 3
9/29/2021,C8817150,4,Customer 3
9/29/2021,C8817151,2,Customer 3
9/29/2021,C8817152,2,Customer 3
9/29/2021,C8808753,13,Customer 3
9/29/2021,C8821921,3,Customer 3
9/29/2021,C8821991,5,Customer 3
9/29/2021,C8821992,1,Customer 3
9/29/2021,S01609150003,3,Customer 3
9/29/2021,C8817150,3,Customer 3
9/29/2021,C8817151,4,Customer 3
9/29/2021,C8817152,3,Customer 3
9/29/2021,C8539359,2,Customer 3
9/29/2021,C8821992,2,Customer 3
9/29/2021,S01609150003,2,Customer 3
9/29/2021,S01688740063,1,Customer 3
9/29/2021,D4214747,1,Customer 3
9/29/2021,D4214749,1,Customer 3
9/29/2021,D4214752,1,Customer 3
9/29/2021,D1609048,3,Customer 3
9/29/2021,D1609049,3,Customer 3
9/29/2021,D4095380,3,Customer 3
9/29/2021,D550184822,1,Customer 3
9/29/2021,D550184823,1,Customer 3
9/29/2021,D550184824,2,Customer 3
9/29/2021,D550184825,2,Customer 3
9/24/2021,T401552,32,Customer 4
9/24/2021,T357703,48,Customer 4
9/29/2021,T424338,144,Customer 4
9/29/2021,T240905,40,Customer 4
9/29/2021,T240904,80,Customer 4
9/29/2021,T379788,9,Customer 4
9/29/2021,T379736,6,Customer 4
9/24/2021,T311379,24,Customer 4
9/24/2021,T271191,270,Customer 4
9/26/2021,T269363,2,Customer 4
9/26/2021,T365472,1,Customer 4
9/26/2021,T391182,2,Customer 4
9/25/2021,AT483809,4,Customer 4
9/25/2021,AT483810,1,Customer 4
9/27/2021,T379736,6,Customer 4
9/27/2021,T379788,9,Customer 4
9/29/2021,T281544,12,Customer 4
9/29/2021,T282429,12,Customer 4
9/27/2021,T353976,42,Customer 4
9/27/2021,T370531,7,Customer 4
9/27/2021,T401552,48,Customer 4
9/27/2021,T357703,144,Customer 4
9/27/2021,T394578,100,Customer 4
9/27/2021,T278793,6,Customer 4
9/27/2021,T379788,21,Customer 4
9/27/2021,T379736,6,Customer 4
9/27/2021,T379787,3,Customer 4
9/27/2021,T374916,3,Customer 4
9/29/2021,T370531,14,Customer 4
9/29/2021,T357703,96,Customer 4
9/28/2021,T397537,124,Customer 4
9/29/2021,T379736,6,Customer 4
9/29/2021,T379789,3,Customer 4
9/29/2021,T282429,32,Customer 4
9/29/2021,T281544,12,Customer 4
9/29/2021,T401552,40,Customer 4
9/29/2021,T370531,14,Customer 4
9/29/2021,T430160,24,Customer 4
9/29/2021,T379736,3,Customer 4
9/29/2021,T278793,2,Customer 4
9/30/2021,T372690,242,Customer 4
9/30/2021,T392741,80,Customer 4
9/30/2021,T378498,180,Customer 4
9/30/2021,T378509,107,Customer 4
9/30/2021,T412519,60,Customer 4
9/30/2021,8808765,5,Customer 3
9/30/2021,8808763,1,Customer 3
9/30/2021,8817149,2,Customer 3
9/30/2021,8814545,4,Customer 3
9/30/2021,8808764,6,Customer 3
9/30/2021,8817150,14,Customer 3
9/30/2021,D4214747,1,Customer 3
9/30/2021,D4214749,1,Customer 3
9/30/2021,D4214752,1,Customer 3
9/30/2021,D550184823,1,Customer 3
9/30/2021,D550184824,1,Customer 3
9/30/2021,D550184825,1,Customer 3
9/30/2021,D524246840,1,Customer 3
9/30/2021,D524246841,1,Customer 3
9/30/2021,D550090718,1,Customer 3
9/30/2021,S01907730003,4,Customer 3
9/30/2021,S01907730004,4,Customer 3
9/30/2021,S01907730005,4,Customer 3
9/30/2021,1001094787,3,Customer 1
9/30/2021,1220099P032,1,Customer 1
9/30/2021,1001119253,1,Customer 1
9/30/2021,1220099,1,Customer 1
9/30/2021,1001119253,1,Customer 1
9/30/2021,1001176490J,1,Customer 1
9/30/2021,1001177654J,1,Customer 1
9/30/2021,1001177654J,2,Customer 1
9/30/2021,1001177654J,1,Customer 1
9/30/2021,1001094787,1,Customer 1
9/30/2021,1001208663,3,Customer 1
9/30/2021,1001208663,3,Customer 1
9/30/2021,1001208664,6,Customer 1
9/30/2021,1001092950P046,1,Customer 1
9/30/2021,1220094,1,Customer 1
9/30/2021,1001092950,2,Customer 1
9/30/2021,1001174679,1,Customer 1
9/30/2021,1220094,1,Customer 1
9/30/2021,1001107621P032,1,Customer 1
9/30/2021,1001187809,1,Customer 1
9/30/2021,1220094,3,Customer 1
9/30/2021,1001080861,6,Customer 1
9/30/2021,1001092950P046,1,Customer 1
9/30/2021,1001107621,3,Customer 1
9/30/2021,1001107621P032,1,Customer 1
9/30/2021,1001164233P617,1,Customer 1
9/30/2021,1001174679,1,Customer 1
9/30/2021,1220032,2,Customer 1
9/30/2021,1220032P103,1,Customer 1
9/30/2021,1001187810 Old Rev G,7,Customer 1
9/30/2021,1220029,5,Customer 1
9/30/2021,1220081,3,Customer 1
9/30/2021,8545922,16,Customer 3
9/30/2021,1220081,4,Customer 1
9/30/2021,1001119253P750,1,Customer 1
9/30/2021,1530429,360,Customer 3
9/30/2021,1220108P046,1,Customer 1
9/30/2021,1220108P046,1,Customer 1
9/30/2021,1001176490J,5,Customer 1
9/30/2021,1220032P617,1,Customer 1
9/30/2021,1220032P103,1,Customer 1
9/30/2021,1001092950P046,1,Customer 1
9/30/2021,8545921,6,Customer 3
9/30/2021,8813411,16,Customer 3
9/30/2021,4049066,30,Customer 3
9/30/2021,1521038,96,Customer 3
9/30/2021,1521039,24,Customer 3
9/30/2021,4108193,120,Customer 3
9/30/2021,C8817149,1,Customer 3
9/30/2021,C8817151,2,Customer 3
9/30/2021,C8817152,4,Customer 3
9/30/2021,C8808753,5,Customer 3
9/30/2021,C8821921,1,Customer 3
9/30/2021,C8821991,4,Customer 3
9/30/2021,C8821992,1,Customer 3
9/30/2021,S01609150003,1,Customer 3
9/30/2021,8817150,14,Customer 3
9/30/2021,8808764,6,Customer 3
9/30/2021,2365374-30-25EC,150,Customer 5
9/30/2021,2365374-30-25EC,200,Customer 5
9/30/2021,2365374-30-25EC,100,Customer 5
9/30/2021,2365374-30-27EC,100,Customer 5
9/30/2021,2365374-30-27EC,100,Customer 5
9/30/2021,2365374-31-02EC,300,Customer 5
9/30/2021,2365374-31-02EC,300,Customer 5
9/30/2021,7D-11-324,85,Customer 5
9/30/2021,7D-210056,100,Customer 5
9/30/2021,7D-11-325,220,Customer 5
9/30/2021,7D-11-330,36,Customer 5
9/30/2021,7D-11-695,24,Customer 5
9/30/2021,7D-11-695,24,Customer 5
9/30/2021,7D-11-831,133,Customer 5
9/30/2021,7D-203069,50,Customer 5
9/30/2021,7D-11-089,85,Customer 5
9/30/2021,7D-300611-2,150,Customer 5
9/30/2021,7D-208020EP,200,Customer 5
9/30/2021,7D-208024EP,210,Customer 5
9/30/2021,7D-208021EP,450,Customer 5
9/30/2021,7D-209021,112,Customer 5
9/30/2021,7D-11-830,75,Customer 5
9/30/2021,7D-209028,250,Customer 5
9/30/2021,7D-11-226,50,Customer 5
9/30/2021,7D-11-824,40,Customer 5
9/30/2021,7D-209022,224,Customer 5
9/30/2021,7D-402140,134,Customer 5
9/30/2021,7D-210603,250,Customer 5
9/30/2021,7D-211917,250,Customer 5
9/30/2021,7D-11-323,72,Customer 5
9/30/2021,7D-302283,50,Customer 5
9/30/2021,7D-302284,55,Customer 5
9/30/2021,7D-302284,110,Customer 5
9/30/2021,7D-303069,200,Customer 5
9/30/2021,7D-303070,125,Customer 5
9/30/2021,7D-303071,100,Customer 5
9/30/2021,7D-303075,216,Customer 5
9/30/2021,7D-303129,24,Customer 5
9/30/2021,7D-402140,134,Customer 5
9/30/2021,7D-11-286,135,Customer 5
9/30/2021,7D-11-289,240,Customer 5
9/30/2021,7D-11-292,119,Customer 5
9/30/2021,7D-402090,100,Customer 5
9/30/2021,7D-402105,120,Customer 5
9/27/2021,52136410,300,Other
10/1/2021,C4251042,150,Customer 3
10/1/2021,C4251043,150,Customer 3
10/1/2021,C4027084,100,Customer 3
10/1/2021,C4027085,100,Customer 3
9/27/2021,26G00005,25,Customer 6
9/27/2021,26G00006,25,Customer 6
9/27/2021,26G00008,12,Customer 6
9/27/2021,26G00007,12,Customer 6
9/28/2021,4821467,4,Customer 6
9/30/2021,4821467,1,Customer 6
9/30/2021,4821467,3,Customer 6
9/30/2021,T281544,32,Customer 4
9/30/2021,T311615,6,Customer 4
9/30/2021,T379788,15,Customer 4
9/30/2021,T430160,12,Customer 4
9/30/2021,T370531,42,Customer 4
9/30/2021,T357703,48,Customer 4
9/30/2021,T394578,200,Customer 4
9/30/2021,T172464,65,Customer 4
